article,year_week,price,target
Безалкогольные напитки #34,202101,75.5,0.0
Безалкогольные напитки #34,201916,63.0,38.0
Безалкогольные напитки #34,201949,75.5,0.0
Безалкогольные напитки #34,202015,75.5,15.0
Безалкогольные напитки #34,201921,75.5,24.0
Безалкогольные напитки #34,201927,75.5,20.0
Безалкогольные напитки #34,202013,75.5,18.0
Безалкогольные напитки #34,201913,75.5,20.0
Безалкогольные напитки #34,201852,75.5,0.0
Безалкогольные напитки #34,201931,75.5,13.0
Безалкогольные напитки #34,202006,75.5,-1.0
Безалкогольные напитки #34,202106,75.5,3.0
Безалкогольные напитки #34,201920,75.5,18.0
Безалкогольные напитки #34,201910,54.6,112.0
Безалкогольные напитки #34,201909,63.8,22.0
Безалкогольные напитки #34,201939,75.5,0.0
Безалкогольные напитки #34,202051,75.5,0.0
Безалкогольные напитки #34,201919,75.5,48.0
Безалкогольные напитки #34,202043,75.5,0.0
Безалкогольные напитки #34,202047,75.5,0.0
Безалкогольные напитки #34,201918,75.5,28.0
Безалкогольные напитки #34,202022,75.5,24.0
Безалкогольные напитки #34,201904,75.5,0.0
Безалкогольные напитки #34,201922,75.5,28.0
Безалкогольные напитки #34,202107,75.5,5.0
Безалкогольные напитки #34,202019,75.5,39.0
Безалкогольные напитки #34,201953,75.5,0.0
Безалкогольные напитки #34,202109,75.5,14.0
Безалкогольные напитки #34,201940,75.5,0.0
Безалкогольные напитки #34,202042,75.5,0.0
Безалкогольные напитки #34,202016,75.5,21.0
Безалкогольные напитки #34,201914,75.5,22.0
Безалкогольные напитки #34,201944,75.5,0.0
Безалкогольные напитки #35,201944,44.7,0.0
Безалкогольные напитки #35,201931,44.7,14.0
Безалкогольные напитки #35,202041,36.6,0.0
Безалкогольные напитки #35,202111,44.7,47.0
Безалкогольные напитки #35,201947,44.7,0.0
Безалкогольные напитки #35,201845,44.7,0.0
Безалкогольные напитки #35,202008,44.7,17.0
Безалкогольные напитки #35,202112,44.7,23.0
Безалкогольные напитки #35,201946,44.7,0.0
Безалкогольные напитки #35,201929,44.7,16.0
Безалкогольные напитки #35,201917,44.7,27.0
Безалкогольные напитки #35,201945,44.7,0.0
Безалкогольные напитки #35,202042,44.7,0.0
Безалкогольные напитки #35,201927,44.7,21.0
Безалкогольные напитки #35,202012,44.7,0.0
Безалкогольные напитки #35,201905,44.7,0.0
Безалкогольные напитки #35,201919,44.7,53.0
Безалкогольные напитки #35,201911,44.7,11.0
Безалкогольные напитки #35,201933,44.7,7.0
Безалкогольные напитки #35,202027,38.3,38.0
Безалкогольные напитки #35,202007,44.7,11.0
Безалкогольные напитки #35,202033,38.6,15.0
Безалкогольные напитки #35,202043,44.7,0.0
Безалкогольные напитки #35,201912,36.9,33.0
Безалкогольные напитки #35,202038,37.2,0.0
Безалкогольные напитки #35,201951,44.7,0.0
Безалкогольные напитки #35,201939,44.7,0.0
Безалкогольные напитки #35,202029,44.7,19.0
Безалкогольные напитки #35,201909,44.7,11.0
Безалкогольные напитки #35,201930,44.7,15.0
Безалкогольные напитки #35,202050,44.7,0.0
Безалкогольные напитки #35,202024,44.7,22.0
Безалкогольные напитки #35,202102,31.9,0.0
Безалкогольные напитки #35,201849,44.7,0.0
Безалкогольные напитки #35,201937,44.7,0.0
Безалкогольные напитки #35,202101,44.7,0.0
Безалкогольные напитки #35,202047,44.7,0.0
Безалкогольные напитки #35,202006,44.7,2.0
Безалкогольные напитки #35,202039,44.7,0.0
Безалкогольные напитки #35,202103,36.4,0.0
Безалкогольные напитки #35,201952,44.7,0.0
Безалкогольные напитки #35,201913,44.7,20.0
Безалкогольные напитки #35,202110,44.7,11.0
Безалкогольные напитки #35,202021,44.7,33.0
Безалкогольные напитки #35,202109,36.2,48.0
Безалкогольные напитки #35,202023,44.7,22.0
Безалкогольные напитки #35,201910,44.7,32.0
Безалкогольные напитки #35,201902,44.7,0.0
Безалкогольные напитки #35,201926,44.7,26.0
Безалкогольные напитки #35,201928,44.7,15.0
Безалкогольные напитки #35,202048,44.7,0.0
Безалкогольные напитки #35,202004,32.2,0.0
Безалкогольные напитки #35,202036,44.7,0.0
Безалкогольные напитки #35,201916,44.7,0.0
Безалкогольные напитки #35,202005,38.1,0.0
Безалкогольные напитки #35,202106,44.7,2.0
Безалкогольные напитки #35,202019,32.8,165.0
Безалкогольные напитки #35,202020,44.7,26.0
Безалкогольные напитки #35,201848,44.7,0.0
Безалкогольные напитки #35,201915,34.2,55.0
Безалкогольные напитки #35,201901,31.6,0.0
Безалкогольные напитки #35,201852,44.7,0.0
Безалкогольные напитки #35,201949,44.7,0.0
Безалкогольные напитки #35,202014,44.7,20.0
Безалкогольные напитки #35,201941,34.5,0.0
Безалкогольные напитки #35,202013,44.7,22.0
Безалкогольные напитки #35,201950,44.7,0.0
Безалкогольные напитки #35,201923,44.7,26.0
Безалкогольные напитки #35,202049,44.7,0.0
Безалкогольные напитки #35,202031,40.1,20.0
Безалкогольные напитки #35,202011,44.7,12.0
Безалкогольные напитки #35,201920,44.7,20.0
Безалкогольные напитки #35,202032,44.7,8.0
Безалкогольные напитки #35,202035,44.7,3.0
Безалкогольные напитки #35,201846,44.7,0.0
Безалкогольные напитки #35,201908,37.3,29.0
Безалкогольные напитки #35,201850,44.7,0.0
Безалкогольные напитки #35,201934,44.7,5.0
Безалкогольные напитки #35,201921,33.3,85.0
Безалкогольные напитки #35,201948,44.7,0.0
Безалкогольные напитки #35,202045,44.7,0.0
Безалкогольные напитки #35,202026,38.3,54.0
Безалкогольные напитки #35,202016,44.7,24.0
Безалкогольные напитки #35,201943,44.7,0.0
Безалкогольные напитки #35,201932,44.7,8.0
Безалкогольные напитки #35,202002,35.1,0.0
Безалкогольные напитки #35,202030,44.7,18.0
Безалкогольные напитки #35,202022,44.7,31.0
Безалкогольные напитки #35,201903,34.0,0.0
Безалкогольные напитки #35,201938,44.7,0.0
Безалкогольные напитки #35,201918,44.7,29.0
Безалкогольные напитки #35,202018,44.7,27.0
Безалкогольные напитки #35,202017,33.0,103.0
Безалкогольные напитки #35,202010,44.7,29.0
Безалкогольные напитки #35,201906,44.7,2.0
Безалкогольные напитки #35,202003,44.7,0.0
Безалкогольные напитки #35,202015,44.7,18.0
Безалкогольные напитки #35,202053,44.7,0.0
Безалкогольные напитки #35,202051,44.7,0.0
Безалкогольные напитки #35,201940,36.4,
Безалкогольные напитки #35,202028,44.7,17.0
Безалкогольные напитки #35,202040,44.7,0.0
Безалкогольные напитки #35,201936,44.7,0.0
Безалкогольные напитки #35,202034,44.7,6.0
Безалкогольные напитки #35,201925,44.7,23.0
Безалкогольные напитки #35,201907,44.7,8.0
Безалкогольные напитки #35,202107,44.7,6.0
Безалкогольные напитки #35,202009,35.4,29.0
Безалкогольные напитки #35,202044,44.7,0.0
Безалкогольные напитки #35,201853,44.7,0.0
Безалкогольные напитки #35,202037,44.7,0.0
Безалкогольные напитки #35,202025,37.4,61.0
Безалкогольные напитки #35,201924,44.7,20.0
Безалкогольные напитки #35,202001,44.7,0.0
Безалкогольные напитки #35,201935,44.7,4.0
Безалкогольные напитки #35,201914,44.7,22.0
Безалкогольные напитки #35,202052,31.7,0.0
Безалкогольные напитки #36,202108,28.2,34.0
Безалкогольные напитки #36,201938,25.8,0.0
Безалкогольные напитки #36,202043,33.3,0.0
Безалкогольные напитки #36,202045,33.3,0.0
Безалкогольные напитки #36,202109,33.3,15.0
Безалкогольные напитки #36,201914,33.3,28.0
Безалкогольные напитки #36,202034,33.3,5.0
Безалкогольные напитки #36,201851,33.3,0.0
Безалкогольные напитки #36,201906,29.6,4.0
Безалкогольные напитки #36,202046,33.3,0.0
Безалкогольные напитки #36,202036,33.3,0.0
Безалкогольные напитки #36,201912,33.3,17.0
Безалкогольные напитки #36,201918,33.3,36.0
Безалкогольные напитки #36,202038,23.7,0.0
Безалкогольные напитки #36,201950,33.3,0.0
Безалкогольные напитки #36,201935,33.3,4.0
Безалкогольные напитки #36,202026,26.0,68.0
Безалкогольные напитки #36,201911,33.3,14.0
Безалкогольные напитки #36,202030,33.3,15.0
Безалкогольные напитки #36,202032,33.3,7.0
Безалкогольные напитки #36,201909,33.3,15.0
Безалкогольные напитки #36,202111,33.3,34.0
Безалкогольные напитки #36,201913,33.3,-1.0
Безалкогольные напитки #36,201845,28.5,0.0
Безалкогольные напитки #36,202024,33.3,21.0
Безалкогольные напитки #36,201945,25.4,0.0
Безалкогольные напитки #36,201917,33.3,34.0
Безалкогольные напитки #36,202025,33.3,25.0
Безалкогольные напитки #36,201947,26.1,0.0
Безалкогольные напитки #36,202029,33.3,17.0
Безалкогольные напитки #36,201850,33.3,0.0
Безалкогольные напитки #36,202027,33.3,18.0
Безалкогольные напитки #36,202015,26.4,0.0
Безалкогольные напитки #36,201915,33.3,24.0
Безалкогольные напитки #36,202048,33.3,0.0
Безалкогольные напитки #36,202011,33.3,12.0
Безалкогольные напитки #36,202041,29.3,
Безалкогольные напитки #36,202020,33.3,25.0
Безалкогольные напитки #36,202039,33.3,0.0
Безалкогольные напитки #36,201940,33.3,0.0
Безалкогольные напитки #36,202051,33.3,0.0
Безалкогольные напитки #36,202019,23.3,178.0
Безалкогольные напитки #36,201949,23.4,0.0
Безалкогольные напитки #36,201905,33.3,0.0
Безалкогольные напитки #36,202010,33.3,29.0
Безалкогольные напитки #36,202031,33.3,12.0
Безалкогольные напитки #36,201921,33.3,32.0
Безалкогольные напитки #36,202009,23.9,40.0
Безалкогольные напитки #36,201936,33.3,0.0
Безалкогольные напитки #36,201930,25.9,52.0
Безалкогольные напитки #36,202105,33.3,0.0
Безалкогольные напитки #36,201849,33.3,0.0
Безалкогольные напитки #36,201852,23.7,0.0
Безалкогольные напитки #36,202003,33.3,0.0
Безалкогольные напитки #36,201953,33.3,0.0
Безалкогольные напитки #36,202101,33.3,
Безалкогольные напитки #36,202053,33.3,0.0
Безалкогольные напитки #36,202107,24.1,16.0
Безалкогольные напитки #36,201952,33.3,0.0
Безалкогольные напитки #36,202052,33.3,0.0
Безалкогольные напитки #36,201943,24.5,0.0
Безалкогольные напитки #36,202044,33.3,0.0
Безалкогольные напитки #36,201910,33.3,43.0
Безалкогольные напитки #36,202017,33.3,29.0
Безалкогольные напитки #36,202016,25.1,73.0
Безалкогольные напитки #36,202047,33.3,0.0
Безалкогольные напитки #36,201924,33.3,23.0
Безалкогольные напитки #36,202008,24.0,60.0
Безалкогольные напитки #36,201908,33.3,17.0
Безалкогольные напитки #36,201927,33.3,26.0
Безалкогольные напитки #36,201934,33.3,6.0
Безалкогольные напитки #36,201901,33.3,0.0
Безалкогольные напитки #36,201937,33.3,0.0
Безалкогольные напитки #36,202049,33.3,0.0
Безалкогольные напитки #36,201847,33.3,0.0
Безалкогольные напитки #36,201920,33.3,0.0
Безалкогольные напитки #36,201907,33.3,10.0
Безалкогольные напитки #36,202103,33.3,0.0
Безалкогольные напитки #36,201946,33.3,0.0
Безалкогольные напитки #36,202013,33.3,22.0
Безалкогольные напитки #36,202104,28.0,0.0
Безалкогольные напитки #36,201916,33.3,24.0
Безалкогольные напитки #36,201933,33.3,7.0
Безалкогольные напитки #36,202023,29.9,34.0
Безалкогольные напитки #36,202005,33.3,0.0
Безалкогольные напитки #36,202110,25.9,22.0
Безалкогольные напитки #36,201928,33.3,19.0
Безалкогольные напитки #36,201919,33.3,64.0
Безалкогольные напитки #36,202035,33.3,4.0
Безалкогольные напитки #36,202106,33.3,1.0
Безалкогольные напитки #36,201904,33.3,0.0
Безалкогольные напитки #36,202014,33.3,18.0
Безалкогольные напитки #36,201902,33.3,0.0
Безалкогольные напитки #36,201944,33.3,0.0
Безалкогольные напитки #36,201948,33.3,0.0
Безалкогольные напитки #36,201932,33.3,10.0
Безалкогольные напитки #36,201951,33.3,0.0
Безалкогольные напитки #36,202021,33.3,30.0
Безалкогольные напитки #36,202050,33.3,0.0
Безалкогольные напитки #36,202002,33.3,0.0
Безалкогольные напитки #36,202001,24.5,0.0
Безалкогольные напитки #36,202022,33.3,27.0
Безалкогольные напитки #36,201923,33.3,31.0
Безалкогольные напитки #36,201939,33.3,0.0
Безалкогольные напитки #36,201942,33.3,0.0
Безалкогольные напитки #36,202007,33.3,11.0
Безалкогольные напитки #36,201922,33.3,38.0
Безалкогольные напитки #36,202033,24.3,24.0
Безалкогольные напитки #36,202042,33.3,0.0
Безалкогольные напитки #36,202040,28.3,0.0
Безалкогольные напитки #36,202028,33.3,14.0
Безалкогольные напитки #36,201929,33.3,17.0
Безалкогольные напитки #36,201903,33.3,0.0
Безалкогольные напитки #36,201853,33.3,0.0
Безалкогольные напитки #36,202112,33.3,15.0
Безалкогольные напитки #37,202033,74.9,11.0
Безалкогольные напитки #37,202111,74.9,74.0
Безалкогольные напитки #37,202032,74.9,13.0
Безалкогольные напитки #37,201936,74.9,0.0
Безалкогольные напитки #37,201910,54.7,198.0
Безалкогольные напитки #37,202007,74.9,17.0
Безалкогольные напитки #37,201921,63.9,89.0
Безалкогольные напитки #37,202038,74.9,0.0
Безалкогольные напитки #37,201951,74.9,0.0
Безалкогольные напитки #37,202009,74.9,18.0
Безалкогольные напитки #37,201939,74.9,0.0
Безалкогольные напитки #37,201952,56.9,0.0
Безалкогольные напитки #37,202051,74.9,0.0
Безалкогольные напитки #37,201945,74.9,0.0
Безалкогольные напитки #37,201946,66.3,0.0
Безалкогольные напитки #37,202112,56.4,111.0
Безалкогольные напитки #37,201902,74.9,0.0
Безалкогольные напитки #37,201913,74.9,35.0
Безалкогольные напитки #37,201944,74.9,0.0
Безалкогольные напитки #37,201947,74.9,
Безалкогольные напитки #37,202105,64.9,0.0
Безалкогольные напитки #37,201918,74.9,50.0
Безалкогольные напитки #37,202013,74.9,37.0
Безалкогольные напитки #37,201911,66.5,34.0
Безалкогольные напитки #37,201906,74.9,4.0
Безалкогольные напитки #37,201914,74.9,38.0
Безалкогольные напитки #37,202050,74.9,0.0
Безалкогольные напитки #37,201904,74.9,0.0
Безалкогольные напитки #37,201903,74.9,0.0
Безалкогольные напитки #37,202023,56.6,114.0
Безалкогольные напитки #37,202031,74.9,20.0
Безалкогольные напитки #37,201909,74.9,18.0
Безалкогольные напитки #37,201929,74.9,25.0
Безалкогольные напитки #37,201930,74.9,29.0
Безалкогольные напитки #37,201937,74.9,0.0
Безалкогольные напитки #37,201849,65.7,0.0
Безалкогольные напитки #37,202014,52.6,128.0
Безалкогольные напитки #37,202015,74.9,29.0
Безалкогольные напитки #37,202049,59.2,0.0
Безалкогольные напитки #37,202109,74.9,31.0
Безалкогольные напитки #37,201926,74.9,45.0
Безалкогольные напитки #37,201928,65.5,47.0
Безалкогольные напитки #37,202012,74.9,32.0
Безалкогольные напитки #37,202020,74.9,43.0
Безалкогольные напитки #37,202106,74.9,4.0
Безалкогольные напитки #37,202042,74.9,0.0
Безалкогольные напитки #37,202036,74.9,0.0
Безалкогольные напитки #37,202045,74.9,0.0
Безалкогольные напитки #37,201908,74.9,23.0
Безалкогольные напитки #37,202101,74.9,0.0
Безалкогольные напитки #37,201927,74.9,38.0
Безалкогольные напитки #37,201847,74.9,0.0
Безалкогольные напитки #37,202044,74.9,0.0
Безалкогольные напитки #37,202025,74.9,45.0
Безалкогольные напитки #37,201923,74.9,43.0
Безалкогольные напитки #37,202018,74.9,45.0
Безалкогольные напитки #37,201920,67.2,58.0
Безалкогольные напитки #37,201938,74.9,0.0
Безалкогольные напитки #37,201941,74.9,
Безалкогольные напитки #37,202047,74.9,0.0
Безалкогольные напитки #37,201845,74.9,0.0
Безалкогольные напитки #37,201901,60.3,0.0
Безалкогольные напитки #37,201922,74.9,53.0
Безалкогольные напитки #37,201953,74.9,0.0
Безалкогольные напитки #37,201943,74.9,0.0
Безалкогольные напитки #37,201846,74.9,0.0
Безалкогольные напитки #37,202027,53.7,116.0
Безалкогольные напитки #37,201853,74.9,0.0
Безалкогольные напитки #37,201925,74.9,38.0
Безалкогольные напитки #37,202030,55.4,100.0
Безалкогольные напитки #37,202008,74.9,28.0
Безалкогольные напитки #37,202110,74.9,18.0
Безалкогольные напитки #37,201933,74.9,12.0
Безалкогольные напитки #37,202035,74.9,7.0
Безалкогольные напитки #37,202039,74.9,0.0
Безалкогольные напитки #37,201848,74.9,0.0
Безалкогольные напитки #37,202028,74.9,26.0
Безалкогольные напитки #37,202053,53.1,0.0
Безалкогольные напитки #37,202026,74.9,0.0
Безалкогольные напитки #37,201852,55.0,0.0
Безалкогольные напитки #37,202021,74.9,54.0
Безалкогольные напитки #37,201915,74.9,32.0
Безалкогольные напитки #37,201850,74.9,0.0
Безалкогольные напитки #37,202041,74.9,0.0
Безалкогольные напитки #37,201948,58.2,0.0
Безалкогольные напитки #37,201935,74.9,6.0
Безалкогольные напитки #37,201934,74.9,10.0
Безалкогольные напитки #37,202004,74.9,0.0
Безалкогольные напитки #37,202010,74.9,48.0
Безалкогольные напитки #37,201907,74.9,15.0
Безалкогольные напитки #37,201950,64.9,0.0
Безалкогольные напитки #37,202046,74.9,0.0
Безалкогольные напитки #37,202037,74.9,0.0
Безалкогольные напитки #37,202052,57.1,0.0
Безалкогольные напитки #37,202107,74.9,10.0
Безалкогольные напитки #37,201940,53.4,0.0
Безалкогольные напитки #37,201916,74.9,33.0
Безалкогольные напитки #37,202011,74.9,20.0
Безалкогольные напитки #37,202003,74.9,0.0
Безалкогольные напитки #37,202103,74.9,0.0
Безалкогольные напитки #37,202016,74.9,41.0
Безалкогольные напитки #37,202024,54.3,130.0
Безалкогольные напитки #37,202108,74.9,39.0
Безалкогольные напитки #37,201905,74.9,0.0
Безалкогольные напитки #37,202029,74.9,30.0
Безалкогольные напитки #37,201942,74.9,0.0
Безалкогольные напитки #37,201924,56.2,105.0
Безалкогольные напитки #37,202002,74.9,0.0
Безалкогольные напитки #37,202001,74.9,0.0
Безалкогольные напитки #37,202048,54.6,0.0
Безалкогольные напитки #37,202104,74.9,0.0
Безалкогольные напитки #37,201912,74.9,26.0
Безалкогольные напитки #37,202019,74.9,80.0
Безалкогольные напитки #37,202022,62.4,106.0
Безалкогольные напитки #37,202005,74.9,0.0
Безалкогольные напитки #38,202101,46.4,0.0
Безалкогольные напитки #38,201849,46.4,0.0
Безалкогольные напитки #38,201907,34.6,23.0
Безалкогольные напитки #38,202045,36.3,0.0
Безалкогольные напитки #38,202008,46.4,13.0
Безалкогольные напитки #38,202024,46.4,17.0
Безалкогольные напитки #38,201946,34.6,0.0
Безалкогольные напитки #38,202017,36.7,61.0
Безалкогольные напитки #38,201923,46.4,21.0
Безалкогольные напитки #38,202105,46.4,0.0
Безалкогольные напитки #38,201935,46.4,3.0
Безалкогольные напитки #38,202025,46.4,21.0
Безалкогольные напитки #38,201950,46.4,0.0
Безалкогольные напитки #38,202043,46.4,0.0
Безалкогольные напитки #38,202038,34.3,0.0
Безалкогольные напитки #38,201902,46.4,0.0
Безалкогольные напитки #38,201933,46.4,6.0
Безалкогольные напитки #38,201940,46.4,0.0
Безалкогольные напитки #38,201948,46.4,0.0
Безалкогольные напитки #38,201918,46.4,24.0
Безалкогольные напитки #38,201925,46.4,18.0
Безалкогольные напитки #38,202108,46.4,17.0
Безалкогольные напитки #38,201914,46.4,19.0
Безалкогольные напитки #38,201953,46.4,0.0
Безалкогольные напитки #38,202107,46.4,5.0
Безалкогольные напитки #38,201901,37.5,0.0
Безалкогольные напитки #38,201913,46.4,18.0
Безалкогольные напитки #38,202046,46.4,0.0
Безалкогольные напитки #38,202110,46.4,8.0
Безалкогольные напитки #38,201847,46.4,0.0
Безалкогольные напитки #38,201851,39.6,0.0
Безалкогольные напитки #38,202016,46.4,18.0
Безалкогольные напитки #38,202010,46.4,0.0
Безалкогольные напитки #38,201915,46.4,15.0
Безалкогольные напитки #38,201928,33.0,47.0
Безалкогольные напитки #38,201904,46.4,0.0
Безалкогольные напитки #38,202039,46.4,0.0
Безалкогольные напитки #38,201910,46.4,27.0
Безалкогольные напитки #38,202109,38.6,30.0
Безалкогольные напитки #38,201930,46.4,12.0
Безалкогольные напитки #38,202106,46.4,2.0
Безалкогольные напитки #38,201951,46.4,0.0
Безалкогольные напитки #38,202002,46.4,0.0
Безалкогольные напитки #38,201845,46.4,0.0
Безалкогольные напитки #38,202009,46.4,9.0
Безалкогольные напитки #38,201922,46.4,25.0
Безалкогольные напитки #38,201942,46.4,0.0
Безалкогольные напитки #38,201941,46.4,0.0
Безалкогольные напитки #38,202103,37.9,0.0
Безалкогольные напитки #38,202003,40.5,0.0
Безалкогольные напитки #38,202112,35.3,
Безалкогольные напитки #38,202012,46.4,14.0
Безалкогольные напитки #38,201921,34.0,74.0
Безалкогольные напитки #38,202037,46.4,0.0
Безалкогольные напитки #38,201949,46.4,0.0
Безалкогольные напитки #38,202006,38.0,3.0
Безалкогольные напитки #38,202041,46.4,0.0
Безалкогольные напитки #38,201912,46.4,12.0
Безалкогольные напитки #38,201906,46.4,2.0
Безалкогольные напитки #38,202104,46.4,0.0
Безалкогольные напитки #38,201945,46.4,0.0
Безалкогольные напитки #38,201937,46.4,0.0
Безалкогольные напитки #38,201947,33.0,0.0
Безалкогольные напитки #38,202102,46.4,0.0
Безалкогольные напитки #38,202022,46.4,23.0
Безалкогольные напитки #38,201916,46.4,16.0
Безалкогольные напитки #38,202051,35.8,0.0
Безалкогольные напитки #38,201938,46.4,0.0
Безалкогольные напитки #38,201931,40.2,20.0
Безалкогольные напитки #38,201903,33.0,0.0
Безалкогольные напитки #38,201911,46.4,10.0
Безалкогольные напитки #38,202111,46.4,32.0
Безалкогольные напитки #38,201919,46.4,43.0
Безалкогольные напитки #38,201917,46.4,21.0
Безалкогольные напитки #38,201920,46.4,17.0
Безалкогольные напитки #38,202049,46.4,0.0
Безалкогольные напитки #38,201924,46.4,16.0
Безалкогольные напитки #38,202052,46.4,0.0
Безалкогольные напитки #38,202053,46.4,0.0
Безалкогольные напитки #38,201929,46.4,12.0
Безалкогольные напитки #38,201944,41.0,0.0
Безалкогольные напитки #38,201939,46.4,0.0
Безалкогольные напитки #38,201927,37.6,43.0
Безалкогольные напитки #38,202005,46.4,0.0
Безалкогольные напитки #38,201848,33.5,0.0
Безалкогольные напитки #38,202019,46.4,36.0
Безалкогольные напитки #38,202004,46.4,0.0
Безалкогольные напитки #38,201943,38.3,0.0
Безалкогольные напитки #38,202021,46.4,24.0
Безалкогольные напитки #38,202011,46.4,9.0
Безалкогольные напитки #38,201926,46.4,20.0
Безалкогольные напитки #38,201932,46.4,0.0
Безалкогольные напитки #38,202050,46.4,0.0
Безалкогольные напитки #38,201909,46.4,9.0
Безалкогольные напитки #38,202018,46.4,21.0
Безалкогольные напитки #38,202020,46.4,19.0
Безалкогольные напитки #38,201952,41.7,0.0
Безалкогольные напитки #38,202013,46.4,17.0
Безалкогольные напитки #38,202042,46.4,0.0
Безалкогольные напитки #38,202047,46.4,0.0
Безалкогольные напитки #39,202042,71.0,0.0
Безалкогольные напитки #39,202032,60.4,16.0
Безалкогольные напитки #39,201901,60.3,0.0
Безалкогольные напитки #39,202017,71.0,30.0
Безалкогольные напитки #39,202015,71.0,18.0
Безалкогольные напитки #39,202047,71.0,0.0
Безалкогольные напитки #39,201944,71.0,0.0
Безалкогольные напитки #39,202104,71.0,0.0
Безалкогольные напитки #39,201932,71.0,9.0
Безалкогольные напитки #39,201907,52.8,29.0
Безалкогольные напитки #39,201933,71.0,6.0
Безалкогольные напитки #39,201852,71.0,0.0
Безалкогольные напитки #39,202103,59.3,0.0
Безалкогольные напитки #39,202012,71.0,19.0
Безалкогольные напитки #39,202007,71.0,10.0
Безалкогольные напитки #39,202041,71.0,0.0
Безалкогольные напитки #39,202006,71.0,2.0
Безалкогольные напитки #39,201906,71.0,1.0
Безалкогольные напитки #39,202004,71.0,0.0
Безалкогольные напитки #39,202048,71.0,0.0
Безалкогольные напитки #39,201953,71.0,0.0
Безалкогольные напитки #39,201934,71.0,
Безалкогольные напитки #39,201919,71.0,54.0
Безалкогольные напитки #39,202005,71.0,0.0
Безалкогольные напитки #39,201910,71.0,33.0
Безалкогольные напитки #39,201926,58.6,58.0
Безалкогольные напитки #39,202049,71.0,-1.0
Безалкогольные напитки #39,201939,58.0,0.0
Безалкогольные напитки #39,201949,55.5,0.0
Безалкогольные напитки #39,202101,71.0,
Безалкогольные напитки #39,202045,71.0,0.0
Безалкогольные напитки #39,202039,71.0,0.0
Безалкогольные напитки #39,201922,71.0,31.0
Безалкогольные напитки #39,202040,55.3,0.0
Безалкогольные напитки #39,201916,71.0,0.0
Безалкогольные напитки #39,201925,62.2,38.0
Безалкогольные напитки #39,201938,71.0,
Безалкогольные напитки #39,201845,62.2,0.0
Безалкогольные напитки #39,202025,71.0,27.0
Безалкогольные напитки #39,201937,71.0,0.0
Безалкогольные напитки #39,201849,71.0,0.0
Безалкогольные напитки #39,201903,71.0,0.0
Безалкогольные напитки #39,201851,71.0,0.0
Безалкогольные напитки #39,201915,50.1,73.0
Безалкогольные напитки #39,201942,71.0,0.0
Безалкогольные напитки #39,201904,57.5,0.0
Безалкогольные напитки #39,201911,71.0,11.0
Безалкогольные напитки #39,201905,71.0,0.0
Безалкогольные напитки #39,202029,63.4,30.0
Безалкогольные напитки #39,202024,59.3,47.0
Безалкогольные напитки #39,201931,58.7,31.0
Безалкогольные напитки #39,202014,71.0,0.0
Безалкогольные напитки #39,202050,62.4,0.0
Безалкогольные напитки #39,201927,58.8,50.0
Безалкогольные напитки #39,201947,71.0,0.0
Безалкогольные напитки #39,201945,71.0,0.0
Безалкогольные напитки #39,202026,71.0,26.0
Безалкогольные напитки #39,202109,71.0,19.0
Безалкогольные напитки #39,202111,54.4,126.0
Безалкогольные напитки #39,201920,71.0,21.0
Безалкогольные напитки #39,201946,71.0,0.0
Безалкогольные напитки #39,202002,71.0,0.0
Безалкогольные напитки #39,202013,71.0,22.0
Безалкогольные напитки #39,201923,71.0,26.0
Безалкогольные напитки #39,201928,71.0,16.0
Безалкогольные напитки #39,202044,71.0,0.0
Безалкогольные напитки #39,202052,71.0,0.0
Безалкогольные напитки #39,201950,71.0,0.0
Безалкогольные напитки #39,201914,71.0,23.0
Безалкогольные напитки #39,202036,71.0,0.0
Безалкогольные напитки #39,202030,71.0,18.0
Безалкогольные напитки #39,201847,71.0,0.0
Безалкогольные напитки #39,201952,71.0,0.0
Безалкогольные напитки #39,202110,71.0,10.0
Безалкогольные напитки #39,202033,71.0,7.0
Безалкогольные напитки #39,202021,71.0,32.0
Безалкогольные напитки #39,202019,71.0,47.0
Безалкогольные напитки #39,202038,49.8,0.0
Безалкогольные напитки #39,202035,71.0,3.0
Безалкогольные напитки #39,201936,63.3,0.0
Безалкогольные напитки #39,202102,62.4,0.0
Безалкогольные напитки #39,202043,58.4,0.0
Безалкогольные напитки #39,202020,71.0,25.0
Безалкогольные напитки #39,202031,71.0,12.0
Безалкогольные напитки #39,201948,71.0,0.0
Безалкогольные напитки #39,202028,71.0,16.0
Безалкогольные напитки #39,202016,71.0,24.0
Безалкогольные напитки #39,202009,71.0,10.0
Безалкогольные напитки #39,202003,71.0,0.0
Безалкогольные напитки #39,202018,71.0,27.0
Безалкогольные напитки #39,202011,71.0,12.0
Безалкогольные напитки #39,202010,71.0,29.0
Безалкогольные напитки #39,202046,71.0,0.0
Безалкогольные напитки #39,201940,71.0,0.0
Безалкогольные напитки #39,201941,53.7,0.0
Безалкогольные напитки #39,202008,71.0,16.0
Безалкогольные напитки #39,202027,51.4,67.0
Безалкогольные напитки #39,201917,71.0,27.0
Безалкогольные напитки #39,202105,71.0,0.0
Безалкогольные напитки #39,202108,71.0,22.0
Безалкогольные напитки #39,202053,53.5,0.0
Безалкогольные напитки #39,201850,71.0,0.0
Безалкогольные напитки #39,201921,71.0,27.0
